Variation,Regeneration,Train_input,Train_output,Test_input,Test_output,Full#1,Full#2,Full#3,MCResponse#1,MCResponse#2,MCResponse#3,Response#1,Response#2,Response#3
48,0,2,2,2,2,(3),"[Skipped mcq#2, incorrect previous response]",(A),0,,0,Number of objects,,2
48,1,2,2,2,2,(2),"[Skipped mcq#2, incorrect previous response]",(A),0,,0,Orientation of objects,,-1
48,2,2,2,2,2,(2),"[Skipped mcq#2, incorrect previous response]",(A),0,,1,Orientation of objects,,No change
43,0,3,3,3,3,(2) Number of objects,"[Skipped mcq#2, incorrect previous response]",(A),0,,0,Number of objects,,-1
43,1,3,3,3,3,(3) Color of objects,"[Skipped mcq#2, incorrect previous response]",(A),0,,1,Color of objects,,No change
43,2,3,3,3,3,(3),"[Skipped mcq#2, incorrect previous response]",(A),0,,1,Number of objects,,No change
38,0,2,2,2,2,(2),"[Skipped mcq#2, incorrect previous response]",(A),0,,0,Orientation of objects,,-1
38,1,2,2,2,2,(2),"[Skipped mcq#2, incorrect previous response]",(A),0,,1,Number of objects,,No change
38,2,2,2,2,2,(2) Size of objects,"[Skipped mcq#2, incorrect previous response]",(A),0,,1,Size of objects,,No change
20,0,2,2,2,2,(2) Size of objects,"[Skipped mcq#2, incorrect previous response]",(A),0,,1,Size of objects,,No change
20,1,2,2,2,2,(2),"[Skipped mcq#2, incorrect previous response]",(A),0,,1,Number of objects,,No change
20,2,2,2,2,2,(2) Size of objects,"[Skipped mcq#2, incorrect previous response]",(A),0,,1,Size of objects,,No change
19,0,3,3,3,3,(1),"[Skipped mcq#2, incorrect previous response]",(A),0,,0,Number of objects,,+2
19,1,3,3,3,3,(1),"[Skipped mcq#2, incorrect previous response]",(A),0,,0,Number of objects,,+2
19,2,3,3,3,3,(3),"[Skipped mcq#2, incorrect previous response]",(A),0,,0,Number of objects,,-1
