Variation,Regeneration,Train_input,Train_output,Test_input,Test_output,Full,MCResponse,Response
0,0,0,-90,0,-90,(B),0,180
0,1,0,-90,0,-90,(B),0,No change
0,2,0,-90,0,-90,(B),0,180
33,0,0,-90,0,-90,(B),1,-90
33,1,0,-90,0,-90,(B),0,No change
33,2,0,-90,0,-90,(B),1,-90
29,0,0,-90,0,-90,(B),0,No change
29,1,0,-90,0,-90,(B),0,180
29,2,0,-90,0,-90,(B),0,180
41,0,0,-90,0,-90,(B),1,-90
41,1,0,-90,0,-90,(B),0,180
41,2,0,-90,0,-90,(B),0,180
6,0,0,-90,0,-90,(B),1,-90
6,1,0,-90,0,-90,(B),0,180
6,2,0,-90,0,-90,(B),0,180
